,Index,filename,title,full-date,start-date,mid-date,end-date,circa,geography,country,url,image_url,artist,cleaned_artist,second_artist,Nickname,Notes,Attributed to,Attributed to.1,Attributed to.2,Copy of/After,In Style of,Workshop of,Circle of,width,height,area
386,386,0000551.jpeg,Portrait of a Member of the Quaratesi Family,1561,,1561,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313951487;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_a12324_8b_srgb.jpg,French 16th Century,Anonymous,,,,,,,,,,,165,196,32340
387,387,0000554.jpeg,"Portrait of Charlotte de Roye, Countess of Rochefoucauld (Sylvie Pic de la Mirandole)",c. 1557,,1557,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260629;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art333996_as.jpg,French School; formerly attributed to School of François Clouet,Anonymous,,,French School; formerly attributed to School of François Clouet,,,,,,,,146,196,28616
388,388,0000556.jpeg,Portrait of François de Scepeaux,1566,,1566,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AINDIANAIG_10313597416;prevRouteTS=1568655255609;iap=true,https://mdxdv.artstor.org/thumb/imgstor/size1/aindiana/d0001/indy_addl_2004-158-v01_as_8b_srgb.jpg,"François Clouet (French, 1510-1572)",François Clouet,,,,,,,,,,,145,196,28420
389,389,0000557.jpeg,Portrait of a Gentleman.,mid 16th century.,1530,1550,1570,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/NGA_REALI_1039654404;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/nga/reali/reali_800071_post_as.jpg,"Anon. (France), 16th century.",Anonymous,,,,,,,,,,,138,196,27048
390,390,0000558.jpeg,Portrait of Henry III,1567,,1567,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498925;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w7844_post_8b.jpg,"Clouet, François (French, a.1520-1572) (attributed to)",Unsure,,,,François Clouet,,,,,,,156,196,30576
391,391,0000559.jpeg,Portrait of a Gentleman,1550-1570,1550,1560,1570,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312544992;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_44.0268_post_as_8bit.jpg,"Artist: attributed to Léonard Limosin, French, ca. 1505-ca. 1575",Unsure,,,,Léonard Limosin,,,,,,,168,196,32928
392,392,0000560.jpeg,Portrait of a Man,1570,,1570,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498937;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w7736_post_8b.jpg,"Corneille de Lyon (French, c.1500/10-1575)",Corneille de Lyon,,,,,,,,,,,149,196,29204
393,393,0000561.jpeg,Portrait of a Nobleman,1570,,1570,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313951787;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_a-4590305_8b_srgb.jpg,French 16th Century,Anonymous,,,,,,,,,,,140,196,27440
394,394,0000562.jpeg,Portrait of a Man,1537-1574,1537,1555.5,1574,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_1039773301;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/frick_c12801_post_as_8b.jpg,"Corneille de Lyon (French, c.1500/10-1575)",Corneille de Lyon,,,,,,,,,,,160,196,31360
395,395,0000563.jpeg,Portrait of a Woman (previously identified as Queen Elizabeth I) [Portret van een vrouw],"Fontainebleau, 1550 - 1574",1550,1562,1574,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313629521;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-320_8b_srgb.jpg,schilder: anoniem,Anonymous,,,,,,,,,,,143,196,28028
396,396,0000564.jpeg,Portrait of a Man,n.d.,1510,1542,1574,guess,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ASMITHIG_10314006959;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/smith/art/smith_college_l03_1944_8_1_as_8b_srgb.jpg,"Corneille de Lyon, ca. 1500 - ca. 1574",Corneille de Lyon,,,,,,,,,,,162,196,31752
397,397,0000565.jpeg,Portrait of a Man in White,1574,,1574,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/MMA_IAP_10311575612;prevRouteTS=1568655255609;iap=true,https://mdxdv.artstor.org/thumb/imgstor/size1/met/d0001/dt11784_as_8b_srgb.jpg,"Monogrammist LAM, French, active 1568-74",Monogrammist LAM,,,,,,,,,,,116,196,22736
398,398,0000566.jpeg,Portrait of a Lady,1570-5,1570,1572.5,1575,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768605;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng2617_8b_srgb.jpg,French,Anonymous,,,,,,,,,,,143,196,28028
399,399,0000567.jpeg,Portrait of a Man,not dated,1530,1552.5,1575,guess,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103833970;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.e6687cr_d1.jpg,Corneille de la Haye,Corneille de la Haye,,,,,,,,,,,155,196,30380
400,400,0000568.jpeg,Portrait of a Young Man,not dated,1530,1552.5,1575,guess,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103833505;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.e6686cr_d1.jpg,Corneille de la Haye,Corneille de la Haye,,,,,,,,,,,163,196,31948
401,401,0000569.jpeg,Portrait of a Man,Not dated,1530,1552.5,1575,guess,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103834597;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.b4192.jpg,Corneille de la Haye,Corneille de la Haye,,,,,,,,,,,155,196,30380
402,402,0000570.jpeg,"Portrait of Antoinette de Bourbon, Duchess of Guise",16th century,1500,1550,1599,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313469952;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art180818_as_8b_srgb.jpg,Lé;onard Limosin,Léonard Limosin,,,,,,,,,,,156,196,30576
403,403,0000571.jpeg,"Portrait of Henri de Guise, Called le BalafréPortrait of Duc de Guise",c. 1580,,1580,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498970;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w7505_post_8b.jpg,"Dumonstier, Daniel (French, 1574-1646)",Daniel Dumonstier,,,,,,,,,,,156,196,30576
404,404,0000572.jpeg,Portrait of a Young Lady,after 1580,1580,1580,1605,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768646;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng3582_8b_srgb.jpg,French (?),Anonymous,,,,,,,,,,,150,196,29400
405,405,0000573.jpeg,"Portrait of a Man with a SkullOdet de Corneille, Cardinal de Châtillon",1583,,1583,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_1039772101;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/frick_c12802_post_as_8b.jpg,"French School (16th century) (French, 16th C.)",Anonymous,,,French School,,,,,,,,152,196,29792
406,406,0000574.jpeg,"Portrait of Paul de Stuer de Caussade, Marquis de Saint-Mégrin",c. 1575-78,1575,1576.5,1578,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260565;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art334001.jpg,"French School, influenced by Nicholas Hilliard",Unsure,,,,,,,,Nicholas Hilliard School,,,138,196,27048
407,407,0000575.jpeg,"Portrait of King Henry IV of France [Henri IV (1553-1610), koning van Frankrijk]",1592,,1592,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313627085;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-1400_8b_srgb.jpg,"manier van schilder: Bunel, Jacob",Unsure,,,,,,,,Jacob Bunel,,,147,196,28812
408,408,0000576.jpeg,Portrait of Catherine de' Medici,ca. 1580,,1580,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312545485;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_37.0415_post_as_8bit.jpg,"Artist: Copy after François Clouet, French, ca. 1516-1572",Unsure,,,,,,,François Clouet,,,,149,196,29204
409,409,0000577.jpeg,"Portrait of Mary Stuart, Queen of Scots, in white Mourning Dress (Marie Stuart)",16th Century,1500,1550,1599,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260635;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art304024_as.jpg,French School,Anonymous,,,French School,,,,,,,,149,196,29204
410,410,0000578.jpeg,Portrait of a Habsburg Princess,16th Century,1500,1550,1599,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260626;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art347694.jpg,French School?; formerly attributed to the German or Austrian School,Anonymous,,,French School?; formerly attributed to the German or Austrian School,,,,,,,,136,196,26656
411,411,0000579.jpeg,Portrait of a Man,probably 16th century,1500,1550,1599,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768644;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng947_8b_srgb.jpg,French (?),Anonymous,,,,,,,,,,,146,196,28616
412,412,0000580.jpeg,Portrait of a Man,16th century,1500,1550,1599,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAN_FRANCISCO_103860610;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/san_francisco/fasf.64778.jpg,"attrib. to Corneille de Lyon, European; French, 1500 - 1575",Unsure,,,,Corneille de Lyon,,,,,,,156,196,30576
413,413,0000582.jpeg,"Portrait of an Unknown Woman, formerly considered a portrait of Anne Boleyn",2nd half 16th Century,1550,1575,1599,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260628;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art328456.jpg,French School,Anonymous,,,French School,,,,,,,,147,196,28812
414,414,0000583.jpeg,"Portrait of Louis de Balzac d'Entragues, seigneur de Dunes, comte de Graville (Louis de Balzac d'Entragnes)",16th Century,1500,1550,1599,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260564;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art333999.jpg,"French School, influenced by Nicholas Hilliard",Unsure,,,,,,,,Nicholas Hilliard School,,,144,196,28224
415,415,0000584.jpeg,"Portrait of an Unknown Woman, formerly considered a portrait of Claude de France",2nd half 16th Century,1550,1575,1599,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260630;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art385090.jpg,French School,Anonymous,,,French School,,,,,,,,145,196,28420
416,416,0000585.jpeg,Portrait of a Boy,16th century,1500,1550,1599,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768609;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng1190_8b_srgb.jpg,French (?),Anonymous,,,,,,,,,,,143,196,28028
417,417,0000586.jpeg,Portrait of a Man,probably 16th century,1500,1550,1599,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768645;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng3539_8b_srgb.jpg,French (?),Anonymous,,,,,,,,,,,159,196,31164
418,418,0000587.jpeg,"Portrait of Jacques de Savoie, Duke of Nemours",2nd half 16th Century,1550,1575,1599,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313261331;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art332090.jpg,French School; formerly attributed to Marc Duval,Anonymous,,,French School; formerly attributed to Marc Duval,,,,,,,,152,196,29792
419,419,0000588.jpeg,Portrait of a Man,16th century,1500,1550,1599,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAN_FRANCISCO_103860617;prevRouteTS=1568655255609,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/san_francisco/fasf.64854.jpg,"Corneille de Lyon, European; French, 1500 - 1575",Corneille de Lyon,,,,,,,,,,,167,196,32732
420,420,0000589.jpeg,Portrait of a Woman,Not Dated,1560,1581.5,1603,guess,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103839918;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.sc602.jpg,Etienne Dumonstier,Etienne Dumonstier,,,,,,,,,,,150,196,29400
421,421,0000590.jpeg,"Portrait of Henry IV, King of France",ca. 1590-1605,1590,1597.5,1605,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312545619;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_38.0098_post_as_8bit.jpg,Artist: Anonymous (French),Anonymous,,,,,,,,,,,154,196,30184
422,422,0000591.jpeg,Self Portrait,c. 1614-27,1614,1620.5,1627,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039614181;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0090011g_post.jpg,Simon Vouet,Simon Vouet,,,,,,,,,,,166,196,32536
423,423,0000593.jpeg,Portrait of Lady Venetia Digby,1637,,1637,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312545924;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_pl2_44.177_tr_h75ii.jpg,"Artist: Henri Toutin, French, 1614-after 1683",Henri Toutin,,,,,,,,,,,161,196,31556
424,424,0000595.jpeg,Portrait of a Woman Wearing a Pearl Necklace,1638,,1638,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103839922;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.27-22.jpg,"Unidentified French, second half 17th century",Anonymous,,,,,,,,,,,147,196,28812
425,425,0000596.jpeg,Cardinal de Richelieu,1633-40,1633,1636.5,1640,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313766991;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng1449_8b_srgb.jpg,"Philippe de Champaigne, 1602 - 1674",Philippe de Champaigne,,,,,,,,,,,141,196,27636
426,426,0000599.jpeg,Portrait of Louis XIV as a c hild,1641-1642,1641,1641.5,1642,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313259686;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art384454.jpg,Claude Deruet,Claude Deruet,,,,,,,,,,,150,196,29400
427,427,0000600.jpeg,Portrait of the Poet Pierre Corneille,1647,,1647,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_1039902506;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_26030632_8b_srgb.jpg,Charles Le Brun,Charles Le Brun,,,,,,,,,,,160,196,31360
428,428,0000602.jpeg,Portrait of a Nun,1648,,1648,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822001233194;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d2504/41822001233194.jpg,"Tassel, Jean, ca. 1608-1667",Jean Tassel,,,,,,,,,,,150,200,30000
429,429,0000603.jpeg,"Portrait of a Man, presumed to be Etienne Delafons",1648,,1648,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260827;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art147017_as.jpg,Attributed to Philippe de Champaigne,Unsure,,,,Philippe de Champaigne,,,,,,,153,196,29988
430,430,0000606.jpeg,Portrait of Lucas Fayd'herbe (?),about 1640-50,1640,1645,1650,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313766972;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng1012_8b_srgb.jpg,"Possibly by Pieter Franchoijs, 1606 - 1654",Unsure,,,,,,,,Pieter Franchoijs,,,158,196,30968
431,431,0000607.jpeg,Portrait of Louis XIII as a Young Man,1st half 17th Century,1600,1625,1649,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260842;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art391893.jpg,French School,Anonymous,,,French School,,,,,,,,164,196,32144
432,432,0000608.jpeg,"Portrait of Gaston de Foix, Duc de Nemours (Warrior Saint)",2nd quarter 17th Century,1625,1637,1649,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260823;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art159241.jpg,Philippe de Champaigne; after a painting attributed to Giorgione,Philippe de Champaigne,,,after a painting attributed to Giorgione,,,,,,,,133,196,26068
433,433,0000609.jpeg,Self Portrait,1650,,1650,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310119590;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40110506_8b_srgb.jpg,Nicolas Poussin,Nicolas Poussin,,,,,,,,,,,153,196,29988
434,434,0000610.jpeg,René Descartes (presumed portrait),1625-1650,1625,1637.5,1650,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310483593;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_26030239_8b_srgb.jpg,Sébastien Bourdon (1616-1671),Sébastien Bourdon,,,,,,,,,,,158,196,30968
435,435,0000611.jpeg,Portrait of Reverend Prior Giovanni Antonio Philippini,1651,,1651,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_BOSTON_103832774;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/boston/bmfa.sc1885.jpg,Philippe de Champaigne,Philippe de Champaigne,,,,,,,,,,,159,196,31164
436,436,0000614.jpeg,Portrait of an Alderman of the City of Paris,1640-1659,1640,1649.5,1659,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312544471;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_37.0842_post_as_8bit.jpg,"Artist: Phillippe de Champaigne, French, 1602-1674",Philippe de Champaigne,,,,,,,,,,,139,196,27244
437,437,0000616.jpeg,"Portrait of Louis XIV, King of France, at age 10",c. 1648,,1648,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260711;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art149137_as.jpg,Anonymous French; formerly attributed to Pierre Mignard I,Anonymous,,,formerly attributed to Pierre Mignard I,,,,,,,,161,196,31556
438,438,0000617.jpeg,"Copy of the ""Mona Lisa""",ca. 1635-1660,1635,1647.5,1660,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312544720;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_pl1_37.1158_tr.jpg,"Artist: Copy after Leonardo da Vinci, Italian, 1452-1519",Unsure,,,,,,,Leonardo da Vinci,,,,151,196,29596
439,439,0000618.jpeg,Portrait of a Nobleman,1650-1660,1650,1655,1660,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312546747;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_38.0214_post_as_8bit.jpg,"Artist: Paul Prieur, Swiss, ca. 1620-1683",Paul Prieur,,,,,,,,,,,137,196,26852
440,440,0000620.jpeg,Portrait of a Lady,ca. 1650,,1650,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312546251;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_38.0235_post_as_8bit.jpg,"Artist: Jean Petitot, Swiss, 1607-1691",Jean Petitot,,,,,,,,,,,159,196,31164
441,441,0000621.jpeg,Portrait of Robert Arnauld d'Andilly,1667,,1667,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313260825;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art190232.jpg,Philippe de Champaigne,Philippe de Champaigne,,,,,,,,,,,161,196,31556
442,442,0000623.jpeg,Henrietta-Anne of England holding a portrait of the Duc d'Orleans,c. 1664,,1664,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313469047;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art193152_as_8b_srgb.jpg,Antoine Mathieu,Antoine Mathieu,,,,,,,,,,,155,196,30380
443,443,0000624.jpeg,Portrait of an Astronomer,about 1670,,1670,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313767069;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng2929_8b_srgb.jpg,"Gabriel Revel, 1643 - 1712",Gabriel Revel,,,,,,,,,,,168,196,32928
444,444,0000625.jpeg,Self Portrait,1672,,1672,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313261193;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art157211.jpg,Elisabeth Sophie Chéron,Elisabeth Sophie Chéron,,,,,,,,,,,161,196,31556
445,445,0000626.jpeg,Portrait of a Man,mid 17th century,1630,1650,1670,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGAIG_10313967000;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/nga_l01_a10923_8b_srgb.jpg,French 17th Century,Anonymous,,,,,,,,,,,157,196,30772
446,446,0000627.jpeg,"Portrait of Louis XIV, King of France and Navarre",1662 (3rd quarter 17th Century),1650,1662,1675,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313470445;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art312822_as_8b_srgb.jpg,Attributed to Charles Le Brun,Unsure,,,,Charles Le Brun,,,,,,,164,196,32144
447,447,0000628.jpeg,Ninon de Lenclose (1620-1705),3rd quarter of the 17th century,1650,1662,1674,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313259376;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art190234.jpg,Anonymous artist after Louis Elle,Anonymous,,,,,,,,,,,159,196,31164
448,448,0000629.jpeg,"Anne-Marie-Louise d'Orléans, Duchess of Montpensier, La Grande Mademoiselle, as Minerva, Holding a Portrait of her Father, Gaston of France",c. 1672,,1672,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313259868;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art190380.jpg,Pierre Bourguignon,Pierre Bourguignon,,,,,,,,,,,155,196,30380
449,449,0000631.jpeg,"Possibly Portrait of George Legge, First Baron Darthmouth (1648–1691)",about 1674,,1674,,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_31189346;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/10633081.jpg,"Henri Gascar (French, 1634/1635-1701)",Henri Gascar,,,,,,,,,,,157,196,30772
450,450,0000632.jpeg,"Portrait of Isabella, Duchess of Grafton",ca. 1674-1679,1674,1676.5,1679,yes,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWSS35953_35953_32667969;prevRouteTS=1568655274788;iap=true,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/12513814.jpg,"Henri Gascard, French, 1634-1701",Henri Gascard,,,,,,,,,,,113,196,22148
451,451,0000633.jpeg,Portrait of a Gentleman (Pierre Van Schuppen?),1680,,1680,,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAN_FRANCISCO_103854068;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/san_francisco/fasf.64353.jpg,"Nicholas de Largilliere, European; French, 1656 - 1746",Nicholas de Largilliere,,,,,,,,,,,161,196,31556
452,452,0000634.jpeg,"Portrait of a Man, possibly Philippe de la Trémoïlle, Count of Olonne [Portret van een man, misschien Philippe de la Trémoïlle (geb. 1596). Graaf van Olonne]",1641 - 1681,1641,1661,1681,,Europe,France,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628245;prevRouteTS=1568655274788,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-3744_8b_srgb.jpg,"toegeschreven aan schilder: Champaigne, Jean-Baptiste de",Unsure,,,,Jean-Baptiste de Champaigne,,,,,,,162,196,31752
